year,month,state,district,fps_id,fps_name,total_etransaction,aadhaar_authenticated,other_mode_authenticated,non_authenticated,aadhaar_authenticated_pct,other_mode_authenticated_pct,non_authenticated_pct,is_zero_transaction,has_missing_tables,source_file,rc_priority_household(phh)_regular,rc_priority_household(phh)_intra_state,rc_priority_household(phh)_inter_state,rc_priority_household(phh)_total,rc_antyodaya_anna_yojana_(aay)_regular,rc_antyodaya_anna_yojana_(aay)_intra_state,rc_antyodaya_anna_yojana_(aay)_inter_state,rc_antyodaya_anna_yojana_(aay)_total,qty_priority_household_(phh)_regular,qty_priority_household_(phh)_intra_state,qty_priority_household_(phh)_inter_state,qty_priority_household_(phh)_total,qty_antyodaya_anna_yojana_(aay)_regular,qty_antyodaya_anna_yojana_(aay)_intra_state,qty_antyodaya_anna_yojana_(aay)_inter_state,qty_antyodaya_anna_yojana_(aay)_total
2026,Mar,GOA,north_goa,158500100031,YOGESHWAR GANPAT TAMONKAR-49 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100031_yogeshwar_ganpat_tamonkar_49_fps.json,256.0,11.0,10.0,277.0,13.0,0.0,2.0,15.0,256.0,11.0,10.0,277.0,13.0,0.0,2.0,15.0
2026,Mar,GOA,north_goa,158500100032,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100032_158500100032___chandrashekhar_y_more_102_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100032,CHANDRASHEKHAR Y MORE-102 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100032_chandrashekhar_y_more_102_fps.json,47.0,3.0,15.0,65.0,47.0,2.0,2.0,51.0,47.0,3.0,15.0,65.0,47.0,2.0,2.0,51.0
2026,Mar,GOA,north_goa,158500100033,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100033_158500100033___ramesh_g_tamankar_64_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100033,RAMESH G TAMANKAR-64 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100033_ramesh_g_tamankar_64_fps.json,212.0,45.0,0.0,257.0,18.0,3.0,0.0,21.0,212.0,45.0,0.0,257.0,18.0,3.0,0.0,21.0
2026,Mar,GOA,north_goa,158500100034,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100034_158500100034___sunita_kaskar_95_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100034,SUNITA KASKAR-95 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100034_sunita_kaskar_95_fps.json,18.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0
2026,Mar,GOA,north_goa,158500100035,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100035_158500100035___guirim_sangolda_m_p__co_op_service_society_ltd_15_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100035,GUIRIM SANGOLDA M.P. CO-OP SERVICE SOCIETY LTD-15 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100035_guirim_sangolda_m_p__co_op_service_society_ltd_15_fps.json,231.0,4.0,0.0,235.0,17.0,0.0,1.0,18.0,231.0,4.0,0.0,235.0,17.0,0.0,1.0,18.0
2026,Mar,GOA,north_goa,158500100036,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100036_158500100036___guirim_sangolda_m_p_co_op_service_society_ltd_13_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100036,GUIRIM SANGOLDA M.P.CO-OP SERVICE SOCIETY LTD-13 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100036_guirim_sangolda_m_p_co_op_service_society_ltd_13_fps.json,103.0,3.0,12.0,118.0,8.0,0.0,0.0,8.0,103.0,3.0,12.0,118.0,8.0,0.0,0.0,8.0
2026,Mar,GOA,north_goa,158500100037,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100037_158500100037___guirim_sangolda_m_p__co_op_service_society_ltd_14_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100037,GUIRIM SANGOLDA M.P. CO-OP SERVICE SOCIETY LTD-14 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100037_guirim_sangolda_m_p__co_op_service_society_ltd_14_fps.json,144.0,1.0,3.0,148.0,26.0,0.0,1.0,27.0,144.0,1.0,3.0,148.0,26.0,0.0,1.0,27.0
2026,Mar,GOA,north_goa,158500100038,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100038_158500100038___porob_fair_price_shop_40_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100038,POROB FAIR PRICE SHOP-40 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100038_porob_fair_price_shop_40_fps.json,39.0,76.0,0.0,115.0,0.0,0.0,0.0,0.0,39.0,76.0,0.0,115.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100039,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100039_158500100039___sumati_c_kalangutkar_79_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100039,SUMATI C KALANGUTKAR-79 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100039_sumati_c_kalangutkar_79_fps.json,33.0,9.0,0.0,42.0,57.0,5.0,0.0,62.0,33.0,9.0,0.0,42.0,57.0,5.0,0.0,62.0
2026,Mar,GOA,north_goa,158500100040,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100040_158500100040___shri_devanand_v_shirodkar_108_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100040,SHRI DEVANAND V SHIRODKAR-108 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100040_shri_devanand_v_shirodkar_108_fps.json,77.0,59.0,0.0,136.0,0.0,0.0,0.0,0.0,77.0,59.0,0.0,136.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100041,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100041_158500100041___shanker__v__prabhu_khorjunvkar_88_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100041,SHANKER .V. PRABHU KHORJUNVKAR-88 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100041_shanker__v__prabhu_khorjunvkar_88_fps.json,96.0,2.0,0.0,98.0,6.0,0.0,0.0,6.0,96.0,2.0,0.0,98.0,6.0,0.0,0.0,6.0
2026,Mar,GOA,north_goa,158500100042,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100042_158500100042___bhagirathi_117_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,Mar,GOA,north_goa,158500100042,BHAGIRATHI-117 FPS,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100042_bhagirathi_117_fps.json,323.0,7.0,0.0,330.0,3.0,0.0,0.0,3.0,323.0,7.0,0.0,330.0,3.0,0.0,0.0,3.0
2026,Mar,GOA,north_goa,158500100043,,0,0,0,0,0.0,0.0,0.0,True,True,data/raw\2026-03\north_goa\158500100043_158500100043___duler_v_k_s_society_6_fps.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
